Data source,Region,Forest types,Time,Age types,Texture,depth,OC_decrease,References,Initial_Land_Use,Final_Land_Use,Location,GCAM Basin,GLU_code,GCAM_region_ID
"Tripathi and Singh, 2010",Kenya,Tropical forest,30,11-50 yr,clay loam,0-10 cm,72,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-246",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2011",Kenya,Tropical forest,50,11-50 yr,clay loam,0-10 cm,82,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-247",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2012",Kenya,Tropical forest,80,>50 yr,clay loam,0-10 cm,82.5,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-248",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2013",Kenya,Tropical forest,100,>50 yr,clay loam,0-10 cm,76,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-249",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2014",Kenya,Tropical forest,2,<=10 yr,clayey,0-10 cm,27,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-250",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2015",Kenya,Tropical forest,4,<=10 yr,clayey,0-10 cm,62,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-251",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2016",Kenya,Tropical forest,18,11-50 yr,clayey,0-10 cm,70,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-252",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2017",Kenya,Tropical forest,45,11-50 yr,clayey,0-10 cm,78,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-253",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2018",Kenya,Tropical forest,73,>50 yr,clayey,0-10 cm,84,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-254",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Tripathi and Singh, 2019",Kenya,Tropical forest,103,>50 yr,clayey,0-10 cm,85,"Tripathi N, Singh RS. 2007. Cultivation impacts nitrogen transformation in Indian forest ecosystems. Nutrient Cycling in Agroecosystem, 77: 233-255",Forest,Cropland,"Similipal Biosphere Tiger Reserve, Mayurbhanj, Orissa, India",BrahmaniR,GLU120,2
"Solomon et al., 2007",Ethiopia,Tropical forest,75,>50 yr,clay loam,0-20 cm,68.2848656,"Solomon D, Lehmann J, Kinyangi J, Amelung W, Lobe I, Pell A, Riha S, Ngoze S, Verchot L, Mbugua D, Skjemstad J, Schäfer T. 2007. Long-term impacts of anthropogenic perturbations on dynamics and speciation of organic carbon in tropical forest and subtropical grassland ecosystems. Global Change Biology. 13: 1-20",Forest,Cropland,"Kakamega and South Nandi, Kenya",NileR,GLU087,2
"Jolivet et al., 2006",France,Temperate forest,1,<=10 yr,loam,0-25 cm,20.76069731,"Jolivet C, Angers DA, Chantigny MH, Andreux F, Arrouays D. 2006. Carbohydrate dynamics in particle-size fractions of sandy spodosols following forest conversion to maize cropping. Soil Biology & Biochemistry, 38: 2834-2842",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Jolivet et al., 2007",France,Temperate forest,1.5,<=10 yr,loam,0-25 cm,31.22028526,"Jolivet C, Angers DA, Chantigny MH, Andreux F, Arrouays D. 2006. Carbohydrate dynamics in particle-size fractions of sandy spodosols following forest conversion to maize cropping. Soil Biology & Biochemistry, 38: 2834-2843",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Jolivet et al., 2008",France,Temperate forest,4,<=10 yr,loam,0-25 cm,28.36767036,"Jolivet C, Angers DA, Chantigny MH, Andreux F, Arrouays D. 2006. Carbohydrate dynamics in particle-size fractions of sandy spodosols following forest conversion to maize cropping. Soil Biology & Biochemistry, 38: 2834-2844",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Jolivet et al., 2009",France,Temperate forest,11,11-50 yr,loam,0-25 cm,36.60855784,"Jolivet C, Angers DA, Chantigny MH, Andreux F, Arrouays D. 2006. Carbohydrate dynamics in particle-size fractions of sandy spodosols following forest conversion to maize cropping. Soil Biology & Biochemistry, 38: 2834-2845",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Jolivet et al., 2010",France,Temperate forest,22,11-50 yr,loam,0-25 cm,42.94770206,"Jolivet C, Angers DA, Chantigny MH, Andreux F, Arrouays D. 2006. Carbohydrate dynamics in particle-size fractions of sandy spodosols following forest conversion to maize cropping. Soil Biology & Biochemistry, 38: 2834-2846",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Chenu and Plante, 2006",France,Temperate forest,7,<=10 yr,loam,0-26 cm,41.25475285,"Chenu C, Plante F. 2006. Clay-sized organo-mineral complexes in a cultivation chronosequence: revisiting the concept of the 'primary organo-mineral complex’. European Journal of Soil Science, 57: 596-607",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Chenu and Plante, 2007",France,Temperate forest,35,11-50 yr,loam,0-26 cm,66.15969582,"Chenu C, Plante F. 2006. Clay-sized organo-mineral complexes in a cultivation chronosequence: revisiting the concept of the 'primary organo-mineral complex’. European Journal of Soil Science, 57: 596-608",Forest,Cropland,"Landes de Gascogne, France",FranceCstW,GLU041,12
"Nogueira et al., 2006",Brazil,Tropical forest,50,11-50 yr,clayey,0-10 cm,26.70623145,"Nogueira MA, Albino UB, Brandão-Junior O, Braun G, Cruz MF, Dias BA, Duarte RTD, Gioppo NMR, Menna P, Orlandi JM, Raimam MP, Rampazo LGL, Santos MA, Silva MEZ, Vieira FP, Torezan JMD, Hungria M, Andrade G. 2006. Promising indicators for assessment of agroecosystems alteration among natural, reforested and agricultural land use in southern Brazil. Agriculture, Ecosystems and Environment, 115: 237-247",Forest,Cropland,"Mata dos Godoy State Park, Londrina, Parana, Brazil",RioLaPlata,GLU206,7
"Nogueira et al., 2007",Brazil,Tropical forest,50,11-50 yr,clayey,0-10 cm,29.6735905,"Nogueira MA, Albino UB, Brandão-Junior O, Braun G, Cruz MF, Dias BA, Duarte RTD, Gioppo NMR, Menna P, Orlandi JM, Raimam MP, Rampazo LGL, Santos MA, Silva MEZ, Vieira FP, Torezan JMD, Hungria M, Andrade G. 2006. Promising indicators for assessment of agroecosystems alteration among natural, reforested and agricultural land use in southern Brazil. Agriculture, Ecosystems and Environment, 115: 237-248",Forest,Cropland,"Mata dos Godoy State Park, Londrina, Parana, Brazil",RioLaPlata,GLU207,8
"Spaccini et al., 2001",Ethiopia,Tropical forest,4,<=10 yr,clayey,0-20 cm,58.808933,"Spaccini R, Zena A, Igwe CA, Mbagwu JSC, Piccolo A. 2001. Carbohydrates in water-stable aggregates and particle size fractions of forested and cultivated soils in two contrasting tropical ecosystems. Biogeochemistry 53: 1-22",Forest,Cropland,,,,2
,,Tropical forest,4,<=10 yr,clayey,0-20 cm,39.02439024,,Forest,Cropland,,,,
,,Tropical forest,4,<=10 yr,clayey,0-20 cm,55.67867036,,Forest,Cropland,,,,
,,Tropical forest,5,<=10 yr,clayey,0-20 cm,57.29386892,,Forest,Cropland,,,,
,,Tropical forest,5,<=10 yr,clayey,0-20 cm,71.69117647,,Forest,Cropland,,,,
,Nigeria ,Tropical forest,5,<=10 yr,clayey,0-20 cm,56.66666667,,Forest,Cropland,,,,
,,Tropical forest,5,<=10 yr,clay loam,0-20 cm,43.33333333,,Forest,Cropland,,,,
,,Tropical forest,15,11-50 yr,clay loam,0-20 cm,76.27118644,,Forest,Cropland,,,,
"Vågen et al., 2006",Madagascar,Tropical forest,3,<=10 yr,,0-20 cm,52.7301092,"Vågen T, Andrianorofanomezana MA, Andrianorofanomezana S. 2006. Deforestation and cultivation effects on characteristics of oxisols in the highlands of Madagascar. Geoderma, 131: 190-200",Forest,Cropland,Madagascar,Madagascar,GLU177,2
"Vågen et al., 2007",Madagascar,Tropical forest,50,11-50 yr,,0-20 cm,94.85179407,"Vågen T, Andrianorofanomezana MA, Andrianorofanomezana S. 2006. Deforestation and cultivation effects on characteristics of oxisols in the highlands of Madagascar. Geoderma, 131: 190-201",Forest,Cropland,Madagascar,Madagascar,GLU177,2
"Quénéa et al., 2006",France,Temperate forest,22,11-50 yr,loam,0-30 cm,25.32894737,"Quénéa K, Largeau C, Derenne S, Spaccini R, Bardoux G, Mariotti A. 2006. Molecular and isotopic study of lipids in particle size fractions of a sandy cultivated soil (Cestas cultivation sequence, southwest France): Sources, degradation, and comparison with Cestas forest soil. Organic Geochemistry, 37: 20-44",Forest,Cropland,"Cestas, France",FranceCstW,GLU041,12
"Díaz-Ravina et al., 2005",Spain,Temperate forest,60,>50 yr,loam,0-5 cm,61.16458133,"Díaz-Ravina M, Bueno J, González-Prieto SJ, Carballas T. 2005. Cultivation effects on biochemical properties, C storage and N-15 natural abundance in the 0-5 cm layer of an acidic soil from temperate humid zone. Soil & Tillage Research, 84: 216-221",Forest,Cropland,,,,
"Díaz-Ravina et al., 2006",Spain,Temperate forest,60,>50 yr,loam,0-5 cm,46.53512993,"Díaz-Ravina M, Bueno J, González-Prieto SJ, Carballas T. 2005. Cultivation effects on biochemical properties, C storage and N-15 natural abundance in the 0-5 cm layer of an acidic soil from temperate humid zone. Soil & Tillage Research, 84: 216-222",Forest,Cropland,,,,
"Celik, 2005",Turkey,Temperate forest,12,11-50 yr,clayey,0-20 cm,48.89989934,"Celik I. 2005. Land-use effects on organic matter and physical properties of soil in a southern Mediterranean highland of Turkey. Soil & Tillage Research, 83: 270-277",Forest,Cropland,"Central Taurus mountains, Turkey",MeditE,GLU075,27
"Lemenih et al., 2005",Ethiopia ,Tropical forest,7,<=10 yr,clay loam,0-10 cm,16.772554,"Lemenih M, Karltun E, Olsson M. 2005. Soil organic matter dynamics after deforestation along a farm field chronosequence in southern highlands of Ethiopia. Agriculture, Ecosystems and Environment, 109: 9-19",Forest,Cropland,"Lepis, Ethiopia",ShebJubR,GLU170,2
"Lemenih et al., 2006",Ethiopia ,Tropical forest,10,<=10 yr,clay loam,0-10 cm,34.18043202,"Lemenih M, Karltun E, Olsson M. 2005. Soil organic matter dynamics after deforestation along a farm field chronosequence in southern highlands of Ethiopia. Agriculture, Ecosystems and Environment, 109: 9-20",Forest,Cropland,"Lepis, Ethiopia",ShebJubR,GLU170,2
"Lemenih et al., 2007",Ethiopia ,Tropical forest,26,11-50 yr,clay loam,0-10 cm,36.72172808,"Lemenih M, Karltun E, Olsson M. 2005. Soil organic matter dynamics after deforestation along a farm field chronosequence in southern highlands of Ethiopia. Agriculture, Ecosystems and Environment, 109: 9-21",Forest,Cropland,"Lepis, Ethiopia",ShebJubR,GLU170,2
"Lemenih et al., 2008",Ethiopia ,Tropical forest,34,11-50 yr,clay loam,0-10 cm,46.25158831,"Lemenih M, Karltun E, Olsson M. 2005. Soil organic matter dynamics after deforestation along a farm field chronosequence in southern highlands of Ethiopia. Agriculture, Ecosystems and Environment, 109: 9-22",Forest,Cropland,"Lepis, Ethiopia",ShebJubR,GLU170,2
"Lemenih et al., 2009",Ethiopia ,Tropical forest,53,>50 yr,clay loam,0-10 cm,46.25158831,"Lemenih M, Karltun E, Olsson M. 2005. Soil organic matter dynamics after deforestation along a farm field chronosequence in southern highlands of Ethiopia. Agriculture, Ecosystems and Environment, 109: 9-23",Forest,Cropland,"Lepis, Ethiopia",ShebJubR,GLU170,2
"Dalal et al., 2005",Australia,Tropical forest,21,11-50 yr,loam,0-20 cm,36.03366027,"Dalal RC, Harms BP, Krull E, Wang WJ. 2005. Total soil organic matter and its labile pools following mulga (Acacia aneura) clearing for pasture development and cropping 1. Total and labile carbon. Agriculture, Ecosystems and Environment, 109: 9-19",Forest,Cropland,"Near St George, Queensland, Australia",MurrayDrlg,GLU208,6
"Ho et al., 2004",Philippines ,Tropical forest,5,<=10 yr,,0-30 cm,77.95918367,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-602",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2005",Philippines ,Tropical forest,10,<=10 yr,,0-30 cm,87.75510204,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-603",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2006",Philippines ,Tropical forest,16,11-50 yr,,0-30 cm,71.42857143,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-604",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2007",Philippines ,Tropical forest,22,11-50 yr,,0-30 cm,72.24489796,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-605",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2008",Philippines ,Tropical forest,50,11-50 yr,,0-30 cm,69.3877551,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-606",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2009",Philippines ,Tropical forest,4,<=10 yr,,0-30 cm,53.62318841,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-607",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2010",Philippines ,Tropical forest,5,<=10 yr,,0-30 cm,65.2173913,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-608",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2011",Philippines ,Tropical forest,50,11-50 yr,,0-30 cm,82.60869565,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-609",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2012",Philippines ,Tropical forest,100,>50 yr,,0-30 cm,78.26086957,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-610",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Ho et al., 2013",Philippines ,Tropical forest,180,>50 yr,,0-30 cm,76.8115942,"Ho PY, Dacanay EV, Castelo O, Kasajima I, Ho PY. 2004. Estimation of soil organic carbon turnover using natural C-13 abundance in Asian tropics: A case study in the Philippines. Soil Science and Plant Nutrition, 50: 599-611",Forest,Cropland,Philippines,Phlppns,GLU119,29
"Powers, 2004",Costa Rica ,Tropical forest,30,11-50 yr,,0-10 cm,27.78336844,"Powers JS. 2004. Changes in soil carbon and nitrogen after contrasting land-use transitions in northeastern Costa Rica. Ecosystems, 7: 134-146",Forest,Cropland,Costa Rica,CntAmer,GLU135,9
"Dinesh et al., 2004",India,Tropical forest,23.5,11-50 yr,clayey,0-30 cm,25,"Dinesh R, Chaudhuri SG, Sheeja TE. 2004. Soil biochemical and microbial indices in wet tropical forests: Effects of deforestation and cultivation. Journal of Plant Nutrition and Soil Science, 167: 24-32",Forest,Cropland,"South Andamans, India",Andaman_Nicobar_Islands,GLU141,17
"Dinesh et al., 2005",India,Tropical forest,24.5,11-50 yr,clayey,0-30 cm,53.65853659,"Dinesh R, Chaudhuri SG, Sheeja TE. 2004. Soil biochemical and microbial indices in wet tropical forests: Effects of deforestation and cultivation. Journal of Plant Nutrition and Soil Science, 167: 24-33",Forest,Cropland,"South Andamans, India",Andaman_Nicobar_Islands,GLU141,17
"Dinesh et al., 2006",India,Tropical forest,32,11-50 yr,clayey,0-30 cm,69.19642857,"Dinesh R, Chaudhuri SG, Sheeja TE. 2004. Soil biochemical and microbial indices in wet tropical forests: Effects of deforestation and cultivation. Journal of Plant Nutrition and Soil Science, 167: 24-34",Forest,Cropland,"South Andamans, India",Andaman_Nicobar_Islands,GLU141,17
"Elberling et al., 2003",West Africa,Tropical forest,8,<=10 yr,loam,0-5 cm,32.92682927,"Elberling B, Touré A, Rasmussen K. 2003. Changes in soil organic matter following groundnut-millet cropping at three locations in semi-arid Senegal, West Africa. Agriculture, Ecosystems and Environment, 96: 37-47",Forest,Cropland,Northern Senegal,SenegalR,GLU152,5
"Elberling et al., 2004",West Africa,Tropical forest,40,11-50 yr,loam,0-5 cm,54.87804878,"Elberling B, Touré A, Rasmussen K. 2003. Changes in soil organic matter following groundnut-millet cropping at three locations in semi-arid Senegal, West Africa. Agriculture, Ecosystems and Environment, 96: 37-48",Forest,Cropland,Northern Senegal,SenegalR,GLU152,5
"Elberling et al., 2005",West Africa,Tropical forest,4,<=10 yr,loam,0-5 cm,29.26829268,"Elberling B, Touré A, Rasmussen K. 2003. Changes in soil organic matter following groundnut-millet cropping at three locations in semi-arid Senegal, West Africa. Agriculture, Ecosystems and Environment, 96: 37-49",Forest,Cropland,Northern Senegal,SenegalR,GLU152,5
"Elberling et al., 2006",West Africa,Tropical forest,16,11-50 yr,loam,0-5 cm,31.70731707,"Elberling B, Touré A, Rasmussen K. 2003. Changes in soil organic matter following groundnut-millet cropping at three locations in semi-arid Senegal, West Africa. Agriculture, Ecosystems and Environment, 96: 37-50",Forest,Cropland,Northern Senegal,SenegalR,GLU152,5
"Elberling et al., 2007",West Africa,Tropical forest,5,<=10 yr,loam,0-5 cm,41.93548387,"Elberling B, Touré A, Rasmussen K. 2003. Changes in soil organic matter following groundnut-millet cropping at three locations in semi-arid Senegal, West Africa. Agriculture, Ecosystems and Environment, 96: 37-51",Forest,Cropland,Northern Senegal,SenegalR,GLU152,5
"Jolivet et al., 2003",France,Temperate forest,0.9,<=10 yr,loam,0-25 cm,19.70021413,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-268",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2004",France,Temperate forest,1.4,<=10 yr,loam,0-25 cm,30.29978587,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-269",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2005",France,Temperate forest,4,<=10 yr,loam,0-25 cm,27.40899358,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-270",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2006",France,Temperate forest,6,<=10 yr,loam,0-25 cm,35.43897216,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-271",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2007",France,Temperate forest,15,11-50 yr,loam,0-25 cm,35.76017131,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-272",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2008",France,Temperate forest,17,11-50 yr,loam,0-25 cm,40.57815846,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-273",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2009",France,Temperate forest,22,11-50 yr,loam,0-25 cm,42.18415418,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-274",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2010",France,Temperate forest,28,11-50 yr,loam,0-25 cm,40.25695931,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-275",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2011",France,Temperate forest,8,<=10 yr,loam,0-25 cm,23.07692308,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-276",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2012",France,Temperate forest,11,11-50 yr,loam,0-25 cm,19.02834008,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-277",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2013",France,Temperate forest,22,11-50 yr,loam,0-25 cm,23.88663968,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-278",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2014",France,Temperate forest,32,11-50 yr,loam,0-25 cm,37.65182186,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-279",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2015",France,Temperate forest,6,<=10 yr,loam,0-25 cm,22.02531646,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-280",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2016",France,Temperate forest,12,11-50 yr,loam,0-25 cm,29.87341772,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-281",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2017",France,Temperate forest,20,11-50 yr,loam,0-25 cm,37.72151899,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-282",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Jolivet et al., 2018",France,Temperate forest,27,11-50 yr,loam,0-25 cm,45.3164557,"Jolivet C, Arrouays D, Lévèque J, Andreux F, Chenu C. 2003. Organic carbon dynamics in soil particle-size separates of sandy Spodosols when forest is cleared for maize cropping. European Journal of Soil Science, 54: 257-283",Forest,Cropland,Landes de Gascogne,FranceCstW,GLU041,12
"Solomon et al., 2002",Ethiopia,Tropical forest,35,11-50 yr,clayey,0-10 cm,50.58823529,"Solomon S, Fritzsche F, Tekalign M, Lehmann J, Zech W. 2002. Soil organic matter composition in the subhumid Ethiopian highlands as influenced by deforestation and agricultural management. Soil Science Society of America Journal, 66: 68-82",Forest,Cropland,"Addis Ababa, Ethiopia",RiftValley,GLU179,2
"Solomon et al., 2003",Ethiopia,Tropical forest,25,11-50 yr,clayey,0-10 cm,55.29411765,"Solomon S, Fritzsche F, Tekalign M, Lehmann J, Zech W. 2002. Soil organic matter composition in the subhumid Ethiopian highlands as influenced by deforestation and agricultural management. Soil Science Society of America Journal, 66: 68-83",Forest,Cropland,"Addis Ababa, Ethiopia",RiftValley,GLU179,2
"Solomon et al., 2004",Ethiopia,Tropical forest,25,11-50 yr,clayey,0-10 cm,31.06796117,"Solomon S, Fritzsche F, Tekalign M, Lehmann J, Zech W. 2002. Soil organic matter composition in the subhumid Ethiopian highlands as influenced by deforestation and agricultural management. Soil Science Society of America Journal, 66: 68-84",Forest,Cropland,"Addis Ababa, Ethiopia",RiftValley,GLU179,2
"Solomon et al., 2005",Ethiopia,Tropical forest,30,11-50 yr,clayey,0-10 cm,63.10679612,"Solomon S, Fritzsche F, Tekalign M, Lehmann J, Zech W. 2002. Soil organic matter composition in the subhumid Ethiopian highlands as influenced by deforestation and agricultural management. Soil Science Society of America Journal, 66: 68-85",Forest,Cropland,"Addis Ababa, Ethiopia",RiftValley,GLU179,2
"Möller et al., 2002",Thailand,Tropical forest,30,11-50 yr,clayey,0-20 cm,49.31506849,"Möller A, Kaiser K, Zech W. 2002. Lignin, carbohydrate, and amino sugar distribution and transformation in the tropical highland soils of northern Thailand under cabbage cultivation, Pinus reforestation, secondary forest, and primary forest. Australian Journal of Soil Research, 40: 977-998",Forest,Cropland,"Khun Sathan Research Station, Na Noi, Thailand ",ChaoPhrR,GLU146,29
"Buschiazzo et al., 2001",Argentina,Temperate forest,50,11-50 yr,loam,0-10 cm,32.38434164,"Buschiazzo DE, Hevia GG, Hepper EN, Urioste A, Bobo AA, Babinec F. 2001. Organic C, N and P in size fractions of virgin and cultivated soils of the semi-arid pampa of Argentina. Journal of Arid Environments, 48: 501-508",Forest,Cropland,"Argentina, 35-37 S, 64.5 W",Pampas,GLU209,31
